Year,Quarter,Month,CashGroupCode,BankCode,ExpandPlatform,ExpandPlatformType,ExpandFlowType,ExpandClientType,ExpandProductType1,ExpandProductType2,G10EM,ExpandCurrency1Region,ExpandCurrency2Region,ExpandCurrency1,ExpandCurrency2,ExpandClientRegion,ExpandHourRegion,ExpandClientCountry,ExpandValueDate,Disclosed/Non Disclosed,ExpandClientSubType,SalesCredit,ClientCount,VolumeBucket,ExpandClientCountryRegion,ExpandOrderType,ExpandPlatformVendorName,ExpandTenorBucket,ExpandTradeType,TradeCount,BlockTrade,ExpandTraderLocation,ExpandBookingType,ExpandSalesLocation,SalesCreditMethodology,Onshore/Offshore,Volume
2023,2,6,Group C,Bank O,360T,MDP,Client,Bank,Swaps,,EM,,,USD,ZAR,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,33701868
2023,3,8,Group C,Group C,SDP,SDP,Client,Bank,Spot,,EM,,,EUR,INR,APAC,,,,,,0,,,,,,,,0,,,,,,,1723388.4
2023,2,6,Group A,Bank R,Currenex,MDP,Client,Real Money,Spot,,G10,,,USD,EUR,AMER,,,,,,0,,,,,,,,0,,,,,,,791435323.2
2023,2,4,Group C,Bank V,SDP,SDP,Client,Bank,Swaps,,G10,,,EUR,SEK,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,4222852
2023,2,4,Group A,Group A,360T,MDP,Client,Corporate,NDFs,,EM,,,USD,INR,EMEA,,,,,,0,,,,,,NDS,,0,,,,,,,40379380.03
2025,1,2,Group B,Bank B,API,API,Client,Bank,Swaps,,EM,,,USD,ZAR,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,120000000
2025,3,8,Group A,Group A,Portware,API,Client,Real Money,Swaps,,EM,,,USD,MXN,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,50000
2023,1,1,Group A,Group A,Portware,API,Client,Real Money,Outrights,Algo Order - Time Based,G10,,,GBP,CAD,APAC,,,,,,0,,,,,,,,0,,,,,,,0
2024,3,7,Group B,Bank I,BidFX,API,Client,Hedge Fund,Spot,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,,,0,,,,,,,5528585476
2023,1,1,Group B,Group B,SDP,SDP,Client,Hedge Fund,Spot,Fixing order,EM,,,USD,CZK,UNKNOWN,,,,,,0,,,,,,,,0,,,,,,,3323.294563
2025,3,7,Group A,Bank R,360T,MDP,Client,Corporate,Swaps,,EM,,,USD,PLN,EMEA,,,,,,0,,,,,,> 1 year,,0,,,,,,,24729247.53
2022,2,6,Group A,Bank R,FlexTrade,API,Client,Hedge Fund,Outrights,Algo order - Aggressive,G10,,,USD,JPY,EMEA,,,,,,0,,,,,,,,0,,,,,,,0
2024,2,6,Group B,Bank Q,Other API,API,Client,Bank,Swaps,,G10,,,USD,AUD,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,6665120
2022,3,8,Group B,Group B,Other,Other,Client,Bank,Spot,,EM,,,USD,HKD,AMER,,,,,,0,,,,,,,,0,,,,,,,1713417.8
2022,1,3,Group C,Bank U,SDP,SDP,Client,Bank,Swaps,,EM,,,USD,SGD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,111008600
2024,2,6,Group A,Bank R,Portware,API,Client,Bank,Spot,Algo Order - Liquidity Seeking,G10,,,USD,AUD,EMEA,,,,,,0,,,,,,,,0,,,,,,,6444426.121
2022,1,3,Group B,Bank Q,Bloomberg,MDP,Client,Corporate,Outrights,,EM,,,USD,MXN,APAC,,,,,,0,,,,,,,,0,,,,,,,996418.76
2022,1,3,Group B,Bank A,BidFX,API,Client,Hedge Fund,Spot,,G10,,,USD,EUR,APAC,,,,,,0,,,,,,,,0,,,,,,,2121474250
2024,3,7,Group C,Group C,Other API,API,Client,Real Money,Swaps,,EM,,,USD,MXN,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,532124032.9
2021,3,8,,NULL,SDP,SDP,Client,Real Money,Outrights,Algo Order - Time Based,G10,,,JPY,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,15484375.38
2021,3,9,Group A,Bank S,Bloomberg,MDP,Client,Real Money,Spot,,G10,,,USD,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,83160000
2021,1,2,Group A,Group A,SDP,SDP,Client,Bank,Spot,Algo order - Aggressive,EM,,,GBP,CNH,APAC,,,,,,0,,,,,,,,0,,,,,,,4505000
2023,2,4,Group B,Group B,Other,Other,Client,Real Money,Spot,,G10,,,USD,AUD,AMER,,,,,,0,,,,,,,,0,,,,,,,22913940
2023,3,7,Group A,Bank L,360T,MDP,Client,Real Money,Swaps,,G10,,,USD,JPY,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,345767757.7
2024,1,3,Group B,Group B,API,API,Client,Bank,Swaps,,EM,,,GBP,HUF,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,21.82083938
2024,2,5,Group A,Group A,Integral,MDP,Client,Bank,Spot,,EM,,,GBP,CNH,APAC,,,,,,0,,,,,,,,0,,,,,,,627500
2023,2,6,Group A,Bank L,360T,MDP,Client,Real Money,Spot,,EM,,,CAD,ILS,EMEA,,,,,,0,,,,,,,,0,,,,,,,601854
2021,3,9,Group C,Bank O,FXall,MDP,Client,Bank,Swaps,,G10,,,EUR,JPY,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,524520198
2024,4,10,Group A,Bank R,API,API,Client,Real Money,Spot,Algo order - Aggressive,G10,,,CHF,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,0
2025,1,3,Group A,Bank R,FX Connect,MDP,Client,Corporate,Outrights,Algo Order - Time Based,G10,,,USD,AUD,APAC,,,,,,0,,,,,,,,0,,,,,,,262192.935
2025,2,6,Group B,Bank I,Bloomberg,MDP,Client,Bank,Swaps,,EM,,,AUD,SGD,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,97043.57462
2024,2,4,Group B,Bank Q,Portware,API,Client,Real Money,Spot,,G10,,,JPY,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,3415015.99
2025,1,2,Group A,Group A,FXall,MDP,Client,Corporate,Outrights,,EM,,,EUR,MYR,APAC,,,,,,0,,,,,,,,0,,,,,,,3482752.562
2022,2,4,Group A,Bank D,Bloomberg,MDP,Client,Real Money,Spot,Algo Order - Liquidity Seeking,G10,,,USD,GBP,APAC,,,,,,0,,,,,,,,0,,,,,,,140330000
2024,2,5,Group B,Bank N,SDP,SDP,Client,Real Money,Spot,Fixing order,G10,,,EUR,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,1000000
2022,2,4,Group C,Group C,SDP,SDP,Client,Hedge Fund,Outrights,,G10,,,USD,AUD,APAC,,,,,,0,,,,,,,,0,,,,,,,10150620.18
2022,4,12,Group C,Bank UB,FXall,MDP,Client,Corporate,Outrights,,EM,,,EUR,SGD,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,760069.4
2025,1,3,Group A,Bank L,360T,MDP,Client,Corporate,Outrights,,G10,,,JPY,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,5707928.743
2023,1,1,Group A,Group A,BidFX,API,Client,Real Money,Outrights,Algo Order - Liquidity Seeking,G10,,,NZD,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,105854.4058
2023,2,5,Group B,Bank Q,Bloomberg,MDP,Client,Corporate,Spot,,G10,,,USD,NZD,APAC,,,,,,0,,,,,,,,0,,,,,,,727281.06
2023,4,11,Group B,Group B,FXall,MDP,Client,Real Money,Outrights,,EM,,,EUR,SGD,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,172176.58
2022,4,10,Group B,Group B,Other API,API,Client,Hedge Fund,Spot,,G10,,,GBP,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,1540147.803
2023,2,6,Group A,Bank D,Currenex,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,CAD,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,4062400000
2023,2,4,Group B,Bank B,Bloomberg,MDP,Client,Corporate,Swaps,,G10,,,AUD,NZD,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,5213800
2024,1,1,Group A,Group A,360T,MDP,Client,Corporate,Swaps,,EM,,,HKD,SGD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,281105.1243
2024,2,5,Group B,Bank N,Portware,API,Client,Real Money,Swaps,,EM,,,USD,ILS,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2023,2,4,Group C,Bank V,SDP,SDP,Client,Bank,Swaps,,EM,,,EUR,SGD,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,763924
2023,3,9,Group B,Bank Q,360T,MDP,Client,Corporate,Spot,,EM,,,GBP,PLN,AMER,,,,,,0,,,,,,,,0,,,,,,,1109921.541
2022,3,8,Group C,Group C,FXall,MDP,Client,Corporate,Swaps,,EM,,,USD,HUF,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,1160321.6
2022,4,12,Group A,Bank L,360T,MDP,Client,Corporate,Swaps,,EM,,,EUR,THB,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,1057615
2021,4,12,Group A,Bank S,Bloomberg,MDP,Client,Hedge Fund,Spot,Algo Order - Passive,G10,,,USD,CHF,APAC,,,,,,0,,,,,,,,0,,,,,,,18970000
2021,4,10,Group B,Bank Q,FXall,MDP,Client,Corporate,Swaps,,G10,,,EUR,SEK,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,29125070.78
2021,1,1,Group C,Bank U,SDP,SDP,Client,Bank,Outrights,,G10,,,USD,CAD,APAC,,,,,,0,,,,,,,,0,,,,,,,14551099.2
2021,2,4,Group B,Bank Q,BidFX,API,Client,Hedge Fund,Swaps,,EM,,,USD,HUF,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,1797520.29
2021,4,11,Group B,Bank B,EBS Direct,MDP,Client,Hedge Fund,Swaps,,EM,,,USD,MXN,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,30355900
2021,1,2,Group B,Bank A,BidFX,API,Client,Bank,Spot,,G10,,,AUD,NZD,APAC,,,,,,0,,,,,,,,0,,,,,,,8550437.6
2025,1,3,Group A,Bank R,360T,MDP,Client,Hedge Fund,Outrights,Algo Order - Time Based,G10,,,USD,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,29428.4912
2024,4,11,Group B,Bank N,Bloomberg,MDP,Client,Hedge Fund,Spot,,EM,,,CAD,CNH,EMEA,,,,,,0,,,,,,,,0,,,,,,,2000000
2025,1,3,Group A,Bank D,FXall,MDP,Client,Hedge Fund,NDFs,,EM,,,USD,COP,AMER,,,,,,0,,,,,,NDS,,0,,,,,,,0
2024,1,2,Group B,Group B,API,API,Client,Real Money,Spot,Algo Order - Time Based,EM,,,USD,COP,EMEA,,,,,,0,,,,,,,,0,,,,,,,1120376.655
2024,1,1,Group A,Group A,SDP,SDP,Client,Bank,Spot,,EM,,,GBP,THB,EMEA,,,,,,0,,,,,,,,0,,,,,,,384113.9407
2022,1,3,Group A,Group A,Bloomberg,MDP,Client,Real Money,Swaps,,G10,,,USD,NZD,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,18719128.85
2024,1,2,Group A,Group A,FXall,MDP,Client,Bank,Swaps,,EM,,,EUR,TRY,EMEA,,,,,,0,,,,,,> 1 year,,0,,,,,,,17500
2025,1,2,Group A,Bank D,FXSpotStream,API,Client,Bank,Spot,,EM,,,EUR,TRY,EMEA,,,,,,0,,,,,,,,0,,,,,,,4169.02
2025,2,6,Group A,Bank L,Bloomberg,MDP,Client,Hedge Fund,Swaps,,G10,,,EUR,GBP,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,59456570.1
2025,2,6,Group B,Bank B,Bloomberg,MDP,Client,Hedge Fund,Swaps,,EM,,,USD,CZK,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,48140000
2022,4,12,Group A,Group A,SDP,SDP,Client,Corporate,Swaps,,EM,,,USD,HUF,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,91752.4725
2022,2,6,Group B,Bank B,API,API,Client,Corporate,Outrights,,EM,,,PLN,TRY,EMEA,,,,,,0,,,,,,,,0,,,,,,,107700
2022,4,11,Group B,Bank B,Currenex,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,CAD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,1716500
2025,2,5,Group C,Group C,360T,MDP,Client,Bank,NDFs,,EM,,,USD,COP,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,465473.3723
2022,1,2,Group C,Bank W,360T,MDP,Client,Bank,Swaps,,EM,,,GBP,SGD,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,1750921.688
2024,3,7,Group B,Bank A,Bloomberg,MDP,Client,Hedge Fund,Spot,Algo Order - Liquidity Seeking,G10,,,USD,NOK,AMER,,,,,,0,,,,,,,,0,,,,,,,58000000
2022,2,5,Group C,Bank UB,Integral,MDP,Client,Bank,Swaps,,G10,,,USD,CHF,APAC,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,1088831.33
2022,2,6,Group B,Group B,FXall,MDP,Client,Real Money,Outrights,,EM,,,JPY,ZAR,EMEA,,,,,,0,,,,,,,,0,,,,,,,3387.249722
2023,2,6,Group A,Bank D,360T,MDP,Client,Corporate,Outrights,,G10,,,CAD,SEK,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2023,3,7,Group A,Bank R,API,API,Client,Real Money,Outrights,Algo Order - Time Based,G10,,,AUD,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,6126618.482
2021,4,12,Group A,Bank L,API,API,Client,Bank,NDFs,,EM,,,USD,TWD,EMEA,,,,,,0,,,,,,NDS,,0,,,,,,,24677360.9
2023,4,10,Group A,Group A,SDP,SDP,Client,Bank,Spot,Algo order - Aggressive,G10,,,AUD,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,1754216.281
2021,4,12,Group B,Group B,FXall,MDP,Client,Real Money,Spot,,EM,,,USD,ZAR,APAC,,,,,,0,,,,,,,,0,,,,,,,144607.5972
2021,2,5,Group A,Bank D,FXall,MDP,Client,Real Money,Outrights,,G10,,,EUR,SEK,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,189290000
2021,3,8,Group C,Group C,Currenex,MDP,Client,Hedge Fund,Spot,,G10,,,JPY,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,538851.6158
2023,2,4,Group C,Bank W,Bloomberg,MDP,Client,Hedge Fund,Spot,,G10,,,GBP,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,4435445.602
2023,1,1,Group A,Group A,Bloomberg,MDP,Client,Bank,Swaps,,EM,,,USD,SAR,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,17415353.4
2024,2,5,Group B,Bank B,FXall,MDP,Client,Bank,Swaps,,G10,,,USD,SEK,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,8565523.69
2024,1,1,Group C,Group C,Bloomberg,MDP,Client,Bank,Spot,,EM,,,GBP,PLN,EMEA,,,,,,0,,,,,,,,0,,,,,,,4425.78891
2024,1,2,Group C,Group C,FXall,MDP,Client,Bank,Swaps,,G10,,,EUR,GBP,APAC,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,102238
2024,3,7,Group A,Group A,FXall,MDP,Client,Bank,NDFs,,EM,,,USD,INR,APAC,,,,,,0,,,,,,NDS,,0,,,,,,,0
2023,1,1,Group A,Group A,SDP,SDP,Client,Hedge Fund,Swaps,,G10,,,USD,GBP,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,26496413.94
2023,4,10,Group A,Bank D,360T,MDP,Client,Corporate,Outrights,,G10,,,AUD,NZD,APAC,,,,,,0,,,,,,,,0,,,,,,,0
2023,1,1,Group C,Group C,Bloomberg,MDP,Client,Bank,Swaps,,G10,,,DKK,EUR,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,18226300.76
2023,4,12,Group A,Group A,API,API,Client,Bank,Spot,,EM,,,DKK,RON,EMEA,,,,,,0,,,,,,,,0,,,,,,,181284.0725
2025,3,8,Group A,Bank R,API,API,Client,Real Money,Swaps,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,116292153.8
2023,2,6,Group A,Group A,Bloomberg,MDP,Client,Hedge Fund,Spot,Algo Order - Volume Based,G10,,,USD,AUD,AMER,,,,,,0,,,,,,,,0,,,,,,,56443368.5
2023,1,3,Group C,Group C,FlexTrade,API,Client,Hedge Fund,Spot,,EM,,,USD,MXN,AMER,,,,,,0,,,,,,,,0,,,,,,,4335891.073
2022,4,12,Group B,Bank N,360T,MDP,Client,Bank,Swaps,,EM,,,USD,ILS,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,5650000
2024,1,1,Group A,Group A,FXSpotStream,API,Client,Hedge Fund,Spot,,EM,,,EUR,PLN,AMER,,,,,,0,,,,,,,,0,,,,,,,147327299.5
2025,1,3,Group C,Bank W,FXall,MDP,Client,Real Money,Spot,,G10,,,JPY,SEK,APAC,,,,,,0,,,,,,,,0,,,,,,,955519.6006
2025,1,2,Group C,Bank U,FXSpotStream,API,Client,Hedge Fund,Spot,,EM,,,USD,CNH,EMEA,,,,,,0,,,,,,,,0,,,,,,,688637592
2025,3,8,Group B,Bank N,FXall,MDP,Client,Hedge Fund,Outrights,,G10,,,USD,GBP,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2024,4,12,Group B,Bank I,Bloomberg,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,NOK,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,8090816.272
2022,1,2,Group C,Group C,SDP,SDP,Client,Corporate,Spot,,EM,,,EUR,SGD,APAC,,,,,,0,,,,,,,,0,,,,,,,76920.14
2022,2,6,Group B,Bank N,FXall,MDP,Client,Real Money,Spot,Fixing order,EM,,,USD,HKD,AMER,,,,,,0,,,,,,,,0,,,,,,,14629000
2022,2,5,Group B,Bank B,360T,MDP,Client,Corporate,Outrights,,EM,,,GBP,SGD,EMEA,,,,,,0,,,,,,,,0,,,,,,,329700
2023,3,9,Group B,Bank N,Other API,API,Client,Bank,Spot,,G10,,,USD,CHF,AMER,,,,,,0,,,,,,,,0,,,,,,,1274014
2022,2,4,Group A,Bank R,Bloomberg,MDP,Client,Hedge Fund,NDFs,,EM,,,USD,IDR,AMER,,,,,,0,,,,,,NDS,,0,,,,,,,56073874.35
2024,4,10,Group A,Group A,FXall,MDP,Client,Corporate,Outrights,,EM,,,USD,ILS,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2024,1,3,Group C,Bank O,API,API,Client,Bank,Spot,,G10,,,USD,CHF,APAC,,,,,,0,,,,,,,,0,,,,,,,14362621
2022,1,1,Group B,Group B,SDP,SDP,Client,Corporate,Spot,,EM,,,CAD,PHP,APAC,,,,,,0,,,,,,,,0,,,,,,,760
2023,1,3,Group C,Bank W,SDP,SDP,Client,Bank,Outrights,,G10,,,EUR,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,77796786.35
2023,4,10,Group B,Bank N,FlexTrade,API,Client,Bank,Spot,,EM,,,EUR,ZAR,APAC,,,,,,0,,,,,,,,0,,,,,,,3168.932
2023,4,12,Group C,Bank W,FXCMPro,ECN,ECN,Other,Spot,,EM,,,USD,ILS,AMER,,,,,,0,,,,,,,,0,,,,,,,1439605.228
2023,1,3,Group A,Bank R,SDP,SDP,Client,Bank,Spot,,EM,,,HUF,RON,EMEA,,,,,,0,,,,,,,,0,,,,,,,41764.55974
2023,1,2,Group B,Bank Q,Other API,API,Client,Bank,Swaps,,EM,,,USD,CZK,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,10437634.99
2021,4,11,,NULL,FXall,MDP,Client,Bank,Swaps,,G10,,,USD,NZD,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,17199249.5
2021,3,9,Group B,Bank I,360T,MDP,Client,Corporate,Swaps,,G10,,,EUR,JPY,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,4104139.618
2021,4,11,Group A,Group A,Bloomberg,MDP,Client,Real Money,Swaps,,G10,,,AUD,CAD,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,22345164
2021,1,2,Group A,Bank R,BidFX,API,Client,Corporate,Outrights,Algo Order - Time Based,G10,,,EUR,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,55819.5767
2021,1,3,Group A,Group A,API,API,Client,Hedge Fund,Swaps,,G10,,,EUR,CAD,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,39312500
2021,4,11,Group C,Bank W,Bloomberg,MDP,Client,Real Money,Spot,Fixing order,G10,,,USD,EUR,AMER,,,,,,0,,,,,,,,0,,,,,,,38363404.8
2021,3,8,Group B,Bank A,360T,MDP,Client,Real Money,Swaps,,G10,,,USD,CAD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,22378310
2021,3,8,Group A,Bank R,Spark FX,API,Client,Hedge Fund,Swaps,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,33900813.53
2021,4,12,Group C,Bank O,SDP,SDP,Client,Corporate,Spot,,G10,,,USD,JPY,EMEA,,,,,,0,,,,,,,,0,,,,,,,131456
2025,2,6,Group C,Bank O,Portware,API,Client,Real Money,Outrights,,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,5631828
2023,3,9,Group C,Bank C,Currenex,MDP,Client,Bank,Spot,,G10,,,EUR,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,35232306.34
2023,1,2,Group A,Group A,SDP,SDP,Client,Hedge Fund,Outrights,,EM,,,USD,SGD,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,1017556.955
2025,1,2,Group A,Bank D,Bloomberg,MDP,Client,Bank,Swaps,,G10,,,USD,JPY,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,501441747.4
2025,3,8,Group A,Bank D,API,API,Client,Bank,Swaps,,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,783739796.8
2024,4,10,Group A,Group A,360T,MDP,Client,Bank,Swaps,,EM,,,USD,TRY,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,7394123.543
2024,1,2,Group A,Group A,Bloomberg,MDP,Client,Bank,Outrights,,EM,,,USD,MXN,APAC,,,,,,0,,,,,,,,0,,,,,,,0
2023,2,6,Group A,Group A,Bloomberg,MDP,Client,Real Money,Swaps,,G10,,,EUR,CAD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,184757417.8
2022,2,5,Group C,Bank O,FXall,MDP,Client,Corporate,Outrights,,G10,,,USD,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,2880
2022,2,4,Group B,Group B,Other API,API,Client,Corporate,Swaps,,G10,,,USD,AUD,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,323007.808
2024,4,10,Group B,Bank I,360T,MDP,Client,Bank,Swaps,,EM,,,USD,PLN,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,19935184.15
2022,4,11,Group A,Group A,FXall,MDP,Client,Hedge Fund,Swaps,,EM,,,EUR,PLN,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,2595791.63
2022,2,4,Group A,Group A,FX Connect,MDP,Client,Real Money,Outrights,Algo Order - Time Based,G10,,,USD,NZD,AMER,,,,,,0,,,,,,,,0,,,,,,,2672603.976
2021,3,9,Group B,Group B,Bloomberg,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,JPY,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,742091.812
2024,1,3,Group B,Bank B,Bloomberg,MDP,Client,Real Money,Spot,,G10,,,JPY,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,41646100
2024,3,9,Group A,Group A,360T,MDP,Client,Real Money,Outrights,,G10,,,EUR,JPY,EMEA,,,,,,0,,,,,,,,0,,,,,,,108394356.6
2021,2,6,Group A,Group A,FXall,MDP,Client,Hedge Fund,Swaps,,G10,,,EUR,CAD,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,4040000
2021,4,11,,NULL,360T,MDP,Client,Corporate,Outrights,,G10,,,EUR,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,5783243.801
2021,4,10,Group B,Bank A,360T,MDP,Client,Bank,Swaps,,G10,,,USD,EUR,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,219739000
2021,3,9,Group A,Bank S,FX Connect,MDP,Client,Real Money,Spot,Algo order - other,G10,,,USD,EUR,AMER,,,,,,0,,,,,,,,0,,,,,,,1231460000
2025,1,3,Group C,Bank W,Bloomberg,MDP,Client,Hedge Fund,Swaps,,EM,,,EUR,RON,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,8148737.271
2021,2,4,,NULL,BidFX,API,Client,Bank,NDFs,,EM,,,EUR,BRL,AMER,,,,,,0,,,,,,NDFs,,0,,,,,,,12622177
2021,3,8,Group B,Bank Q,API,API,Client,Bank,Spot,,G10,,,AUD,NZD,AMER,,,,,,0,,,,,,,,0,,,,,,,5319158.572
2025,3,7,Group B,Group B,SDP,SDP,Client,Corporate,Outrights,,G10,,,EUR,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,908265.4152
2022,4,11,Group C,Group C,Other API,API,Client,Hedge Fund,Spot,,G10,,,EUR,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,194494.16
2022,4,10,Group C,Bank U,Bloomberg,MDP,Client,Bank,Swaps,,EM,,,USD,CNH,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,360175700
2024,4,12,Group A,Bank S,Bloomberg,MDP,Client,Bank,Spot,,EM,,,EUR,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,819220000
2023,2,4,Group B,Group B,Bloomberg,MDP,Client,Real Money,Spot,Algo Order - Time Based,G10,,,USD,AUD,APAC,,,,,,0,,,,,,,,0,,,,,,,4105516.406
2023,1,3,Group B,Group B,Bloomberg,MDP,Client,Corporate,Swaps,,EM,,,EUR,RON,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,10645383.67
2023,2,5,Group A,Bank R,FXall,MDP,Client,Real Money,Outrights,,EM,,,USD,SGD,EMEA,,,,,,0,,,,,,,,0,,,,,,,93255831.67
2023,4,10,Group C,Bank U,SDP,SDP,Client,Bank,Swaps,,EM,,,USD,SGD,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,287438797.1
2022,4,10,Group B,Group B,FXSpotStream,API,Client,Hedge Fund,Swaps,,EM,,,USD,SGD,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,674000
2022,2,5,Group B,Group B,Bloomberg,MDP,Client,Corporate,NDFs,,EM,,,USD,TWD,AMER,,,,,,0,,,,,,NDFs,,0,,,,,,,3812089.499
2022,1,2,Group C,Bank V,Bloomberg,MDP,Client,Real Money,Spot,Algo Order - Liquidity Seeking,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,,,0,,,,,,,24500000
2025,2,4,Group B,Group B,FXall,MDP,Client,Corporate,Outrights,,EM,,,EUR,THB,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2022,1,3,Group B,Bank Q,API,API,Client,Corporate,Swaps,,EM,,,GBP,HRK,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,80174.15456
